14178248,"T006_T030
",391,51
14239184,"T006_T030
",189,25
14133048,"T006_T030
",22,6
9155518,"T006_T030
",389,16
14077668,"T006_T030
",578,12
3320884,"T006_T030
",69,1
9854597,"T006_T030
",428,34
14263544,"T006_T030
",116,3
3321590,"T006_T030
",355,26
9171679,"T006_T030
",32,3
14183744,"T006_T030
",44,4
14186612,"T006_T030
",571,23
9151609,"T006_T030
",74,2
9173365,"T006_T030
",265,7
9753949,"T006_T030
",147,8
14158696,"T006_T030
",51,6
9151000,"T006_T030
",32,6
9114763,"T006_T030
",54,6
10226877,"T006_T030
",46,6
9968977,"T006_T030
",296,18
9718013,"T006_T030
",521,28
10100053,"T006_T030
",343,47
10223765,"T006_T030
",64,4
14095628,"T006_T030
",630,48
9653493,"T006_T030
",240,4
14118096,"T006_T030
",225,9
14155260,"T006_T030
",577,30
14096736,"T006_T030
",154,6
10972299,"T006_T030
",174,12
9695397,"T006_T030
",436,50
9983429,"T006_T030
",661,11
9147453,"T006_T030
",22,0
14189556,"T006_T030
",32,6
9105672,"T006_T030
",90,2
13970876,"T006_T030
",49,5
9146641,"T006_T030
",152,27
9753489,"T006_T030
",150,4
14178236,"T006_T030
",393,54
9774569,"T006_T030
",67,5
14178188,"T006_T030
",124,3
14072464,"T006_T030
",94,5
9173374,"T006_T030
",87,1
14165408,"T006_T030
",194,38
13938812,"T006_T030
",292,19
9722633,"T006_T030
",222,53
9882329,"T006_T030
",333,11
14255632,"T006_T030
",68,3
10964587,"T006_T030
",328,25
9644345,"T006_T030
",142,4
9674213,"T006_T030
",527,53
9120741,"T006_T030
",98,7
14181056,"T006_T030
",37,1
9882325,"T006_T030
",107,7
14007388,"T006_T030
",33,1
14137160,"T006_T030
",33,2
13935988,"T006_T030
",587,30
9674049,"T006_T030
",550,60
7179710,"T006_T030
",73,4
13986104,"T006_T030
",39,3
3320736,"T006_T030
",303,10
10148421,"T006_T030
",198,10
12659440,"T006_T030
",330,20
14179736,"T006_T030
",803,54
9967901,"T006_T030
",358,63
14236768,"T006_T030
",430,37
9718013,"T003_T030
",407,34
13935988,"T003_T030
",416,49
10063349,"T003_T030
",12,1
9655209,"T003_T030
",60,2
10215753,"T003_T030
",87,12
14096736,"T003_T030
",24,1
14165408,"T003_T030
",43,6
9627721,"T003_T030
",334,19
14187364,"T003_T030
",6,0
9826789,"T003_T030
",91,1
14179292,"T003_T030
",289,41
9155518,"T003_T030
",277,25
14007388,"T003_T030
",19,1
14116920,"T003_T030
",32,2
9688709,"T003_T030
",104,4
14169456,"T003_T030
",186,9
10992159,"T003_T030
",162,9
10059745,"T003_T030
",165,3
9755013,"T003_T030
",55,2
3320736,"T003_T030
",248,11
9169867,"T003_T030
",21,1
9173374,"T003_T030
",81,0
14263544,"T003_T030
",33,4
12887732,"T003_T030
",32,4
14178236,"T003_T030
",220,36
9674049,"T003_T030
",278,47
9753489,"T003_T030
",73,3
14158696,"T003_T030
",50,3
13986104,"T003_T030
",12,0
13692644,"T003_T030
",28,1
9151609,"T003_T030
",36,2
9722633,"T003_T030
",118,10
9882329,"T003_T030
",151,1
9171679,"T003_T030
",23,0
14095540,"T003_T030
",91,13
9875657,"T003_T030
",19,0
14095628,"T003_T030
",412,25
9140050,"T003_T030
",74,1
9774569,"T003_T030
",37,1
9128775,"T003_T030
",72,3
14137160,"T003_T030
",26,1
10148369,"T003_T030
",21,1
9941081,"T003_T030
",183,5
9147453,"T003_T030
",5,0
14178248,"T003_T030
",163,14
9141142,"T003_T030
",23,0
9994573,"T003_T030
",12,0
9644345,"T003_T030
",79,2
10223765,"T003_T030
",45,1
14073800,"T003_T030
",144,10
9130422,"T003_T030
",29,1
9753497,"T003_T030
",67,0
14151344,"T003_T030
",439,44
10226877,"T003_T030
",27,2
11671240,"T003_T030
",23,0
13936812,"T003_T030
",295,12
9117942,"T003_T030
",31,2
9828889,"T003_T030
",103,5
14079184,"T003_T030
",59,2
14236768,"T003_T030
",247,50
9882325,"T003_T030
",54,1
12659440,"T003_T030
",132,4
9653493,"T003_T030
",127,0
9753485,"T003_T030
",325,4
14072464,"T003_T030
",27,0
13936432,"T003_T030
",49,1
9627557,"T003_T030
",24,1
9666905,"T003_T030
",152,5
9734033,"T003_T030
",14,0
9173365,"T003_T030
",233,5
13966396,"T003_T030
",93,16
9967025,"T003_T030
",10,0
14255632,"T003_T030
",20,3
14189556,"T003_T030
",17,4
10964587,"T003_T030
",121,17
10187953,"T003_T030
",59,2
13938812,"T003_T030
",173,9
9113909,"T003_T030
",72,6
13945908,"T003_T030
",263,7
12456160,"T003_T030
",8,0
3320884,"T003_T030
",13,0
14077668,"T003_T030
",310,14
14118096,"T003_T030
",139,5
14178184,"T003_T030
",292,47
9703873,"T003_T030
",257,13
13970876,"T003_T030
",24,2
9875665,"T003_T030
",16,0
9112735,"T003_T030
",121,2
9753949,"T003_T030
",82,2
9829213,"T003_T030
",27,5
14219360,"T003_T030
",12,0
9983429,"T003_T030
",406,24
9644101,"T003_T030
",66,14
14155260,"T003_T030
",465,26
14239184,"T003_T030
",86,1
10207681,"T003_T030
",12,5
9967901,"T003_T030
",67,24
10186185,"T003_T030
",41,3
9944301,"T003_T030
",27,3
9122706,"T003_T030
",129,6
9735129,"T003_T030
",38,1
14186612,"T003_T030
",375,18
9775765,"T003_T030
",306,15
14181056,"T003_T030
",17,3
7177729,"T003_T030
",68,2
3321590,"T003_T030
",187,47
9716853,"T003_T030
",55,2
9854597,"T003_T030
",339,21
9105672,"T003_T030
",63,4
9116921,"T003_T030
",20,1
9114763,"T003_T030
",39,2
14138080,"T003_T030
",420,23
9742277,"T003_T030
",100,4
9686565,"T003_T030
",78,7
14178212,"T003_T030
",196,10
9146641,"T003_T030
",51,8
14263712,"T003_T030
",66,10
14204000,"T003_T030
",6,1
14183744,"T003_T030
",26,5
9120741,"T003_T030
",87,4
9674213,"T003_T030
",231,49
9930549,"T003_T030
",166,3
9154092,"T003_T030
",93,15
14179736,"T003_T030
",357,102
9114812,"T003_T030
",178,47
10972299,"T003_T030
",161,10
10100053,"T003_T030
",54,9
9111353,"T003_T030
",89,9
10097009,"T003_T030
",188,11
9700049,"T003_T030
",11,0
14096196,"T003_T030
",52,18
3321426,"T003_T030
",28,0
10006857,"T003_T030
",63,6
14178188,"T003_T030
",20,0
10148421,"T003_T030
",140,6
9695397,"T003_T030
",238,33
14116972,"T003_T030
",215,23
9968977,"T003_T030
",57,5
7179710,"T003_T030
",32,0
14133048,"T003_T030
",8,1
9151000,"T003_T030
",12,1
9818433,"T003_T030
",325,17
14263768,"T003_T030
",31,7
9141142,"T002_T030
",17,2
9967025,"T002_T030
",3,1
13936432,"T002_T030
",40,3
9774569,"T002_T030
",33,2
9734033,"T002_T030
",14,0
9116921,"T002_T030
",16,2
14263768,"T002_T030
",19,6
10186185,"T002_T030
",40,0
14178236,"T002_T030
",202,29
9826789,"T002_T030
",80,6
12887732,"T002_T030
",27,3
9882329,"T002_T030
",137,3
9120741,"T002_T030
",69,4
14181056,"T002_T030
",14,2
14186612,"T002_T030
",329,19
9875665,"T002_T030
",12,0
14137160,"T002_T030
",27,0
9941081,"T002_T030
",169,3
9818433,"T002_T030
",295,14
9128775,"T002_T030
",62,8
9686565,"T002_T030
",71,8
11671240,"T002_T030
",10,6
14138080,"T002_T030
",395,14
9111353,"T002_T030
",76,14
14095628,"T002_T030
",354,11
9130422,"T002_T030
",14,3
7177729,"T002_T030
",53,8
9994573,"T002_T030
",10,0
9828889,"T002_T030
",79,7
9930549,"T002_T030
",140,0
3321426,"T002_T030
",26,0
10148369,"T002_T030
",26,0
9735129,"T002_T030
",43,3
10223765,"T002_T030
",44,1
9700049,"T002_T030
",13,1
14116972,"T002_T030
",218,18
9173374,"T002_T030
",63,5
3320884,"T002_T030
",8,0
13938812,"T002_T030
",161,25
9122706,"T002_T030
",120,5
9112735,"T002_T030
",110,2
14204000,"T002_T030
",5,2
9655209,"T002_T030
",62,3
9666905,"T002_T030
",125,7
14178184,"T002_T030
",289,50
14239184,"T002_T030
",67,1
9688709,"T002_T030
",87,10
13945908,"T002_T030
",218,15
10063349,"T002_T030
",7,0
9154092,"T002_T030
",72,17
10187953,"T002_T030
",54,2
12456160,"T002_T030
",9,0
10006857,"T002_T030
",68,9
10972299,"T002_T030
",136,12
9875657,"T002_T030
",10,1
14187364,"T002_T030
",5,0
14189556,"T002_T030
",9,0
13970876,"T002_T030
",19,1
14178248,"T002_T030
",151,43
9753485,"T002_T030
",313,6
14077668,"T002_T030
",288,41
14072464,"T002_T030
",17,3
14073800,"T002_T030
",118,6
14151344,"T002_T030
",399,61
9854597,"T002_T030
",286,47
9674213,"T002_T030
",192,60
9742277,"T002_T030
",89,3
9173365,"T002_T030
",202,2
14158696,"T002_T030
",45,2
10097009,"T002_T030
",183,1
14118096,"T002_T030
",124,7
9968977,"T002_T030
",43,11
10059745,"T002_T030
",139,7
14169456,"T002_T030
",188,3
9944301,"T002_T030
",34,5
9140050,"T002_T030
",79,1
14133048,"T002_T030
",4,2
9169867,"T002_T030
",27,3
14263544,"T002_T030
",24,7
9171679,"T002_T030
",16,0
7179710,"T002_T030
",37,0
9829213,"T002_T030
",27,6
9644345,"T002_T030
",76,0
3321590,"T002_T030
",157,64
14165408,"T002_T030
",38,5
9882325,"T002_T030
",43,2
14183744,"T002_T030
",22,4
13986104,"T002_T030
",8,0
14236768,"T002_T030
",191,50
14178212,"T002_T030
",226,18
14255632,"T002_T030
",19,6
9151000,"T002_T030
",8,1
9117942,"T002_T030
",30,8
9114763,"T002_T030
",30,3
10226877,"T002_T030
",20,4
14007388,"T002_T030
",17,0
10100053,"T002_T030
",26,3
10148421,"T002_T030
",127,6
14179736,"T002_T030
",331,98
9695397,"T002_T030
",161,49
9967901,"T002_T030
",43,2
9644101,"T002_T030
",51,6
9653493,"T002_T030
",84,3
9983429,"T002_T030
",375,16
9146641,"T002_T030
",44,10
9627721,"T002_T030
",305,33
14155260,"T002_T030
",385,49
3320736,"T002_T030
",234,19
12659440,"T002_T030
",143,9
14263712,"T002_T030
",75,11
14096196,"T002_T030
",39,20
9147453,"T002_T030
",13,0
13936812,"T002_T030
",252,21
9627557,"T002_T030
",18,1
14116920,"T002_T030
",25,3
9753497,"T002_T030
",53,0
14178188,"T002_T030
",11,4
9716853,"T002_T030
",76,3
9155518,"T002_T030
",219,24
9151609,"T002_T030
",19,2
9753949,"T002_T030
",66,2
10964587,"T002_T030
",100,7
9722633,"T002_T030
",95,15
13935988,"T002_T030
",353,52
9718013,"T002_T030
",334,38
14079184,"T002_T030
",55,4
10992159,"T002_T030
",142,16
9674049,"T002_T030
",250,55
13966396,"T002_T030
",63,32
9703873,"T002_T030
",233,16
9105672,"T002_T030
",63,1
14096736,"T002_T030
",20,1
9755013,"T002_T030
",40,1
10207681,"T002_T030
",10,2
14179292,"T002_T030
",264,58
13692644,"T002_T030
",31,2
9114812,"T002_T030
",131,51
14095540,"T002_T030
",74,3
9113909,"T002_T030
",70,10
9775765,"T002_T030
",235,16
9753489,"T002_T030
",64,1
14219360,"T002_T030
",14,2
10215753,"T002_T030
",64,24
